"nhs_region","trust_type","trust_name","provider_code","wk_start","wk","hcai_group","n","ecds_last_update","sus_last_update","drop"
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-04-06,14,"HO.HA",10,2020-01-22,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-04-06,14,"HO.iHA",3,2020-04-08,2020-05-07,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-04-06,14,"Unlinked",23,2020-07-19,2020-04-18,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-04-13,15,"CO",15,2020-04-21,2020-05-08,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-04-13,15,"HO.iHA",6,2020-04-14,2020-04-20,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-04-13,15,"HO.pHA",2,2020-04-05,2020-04-19,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-04-13,15,"Unlinked",8,2020-06-19,2020-04-08,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-04-20,16,"CO",19,2020-05-02,2020-06-12,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-04-20,16,"HO.HA",13,2020-04-07,2020-05-02,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-04-20,16,"HO.iHA",5,2020-04-22,2020-05-22,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-04-20,16,"Unlinked",18,2020-04-11,2020-04-20,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-04-27,17,"CO",16,2020-05-10,2020-05-24,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-04-27,17,"HO.HA",17,2020-04-13,2020-05-05,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-04-27,17,"HO.iHA",15,2020-04-27,2020-06-24,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-04-27,17,"HO.pHA",23,2020-04-22,2020-06-19,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-04-27,17,"Unlinked",10,2020-05-26,2020-04-22,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-05-04,18,"CO",28,2020-05-16,2020-06-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-05-04,18,"HO.HA",3,2020-03-19,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-05-04,18,"HO.iHA",5,NA,2020-05-27,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-05-04,18,"Unlinked",5,2020-05-03,2020-05-06,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-05-11,19,"CO",10,2020-05-26,2020-06-17,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-05-11,19,"HO.HA",10,2020-04-27,2020-05-21,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-05-11,19,"HO.iHA",3,2020-05-08,2020-05-20,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-05-11,19,"HO.pHA",10,2020-05-07,2020-05-31,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-05-11,19,"Unlinked",9,2020-05-09,2020-05-12,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-05-18,20,"CO",5,2020-05-28,2020-06-13,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-05-18,20,"HO.HA",10,2020-04-29,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-05-18,20,"Unlinked",1,2020-04-14,2020-04-26,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-05-25,21,"CO",5,2020-05-31,2020-06-15,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-05-25,21,"HO.HA",0,2020-05-06,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-05-25,21,"Unlinked",10,2020-04-30,2020-05-06,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-06-01,22,"Unlinked",16,NA,2020-05-28,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-06-08,23,"CO",7,2020-06-12,2020-06-10,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-06-08,23,"Unlinked",3,NA,2020-01-08,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-06-15,24,"CO",4,2020-06-17,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-06-15,24,"Unlinked",10,NA,2020-05-06,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-06-22,25,"Unlinked",0,2020-06-06,2020-06-15,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-06-29,26,"CO",11,2020-06-30,2020-07-07,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-06-29,26,"Unlinked",7,2020-06-21,2020-03-23,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 187","SDT",2020-07-27,30,"Unlinked",3,2019-12-12,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-03-09,10,"CO",4,2020-03-14,2020-04-01,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-03-09,10,"Unlinked",3,2020-03-11,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-03-16,11,"CO",18,2020-03-22,2020-03-28,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-03-16,11,"HO.iHA",9,2020-03-19,2020-03-27,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-03-16,11,"HO.pHA",1,NA,2020-03-25,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-03-16,11,"Unlinked",7,2020-03-20,2020-03-13,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-03-23,12,"CO",40,2020-04-04,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-03-23,12,"HO.HA",9,2020-03-09,2020-04-22,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-03-23,12,"HO.iHA",8,2020-03-27,2020-04-12,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-03-23,12,"HO.pHA",6,2020-03-19,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-03-23,12,"Unlinked",16,2020-04-25,2020-05-18,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-03-30,13,"CO",73,2020-04-08,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-03-30,13,"HO.HA",12,2020-03-07,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-03-30,13,"HO.iHA",22,2020-04-02,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-03-30,13,"HO.pHA",16,2020-03-25,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-03-30,13,"Unlinked",18,2020-04-03,2020-06-08,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-06,14,"CO",25,2020-04-24,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-06,14,"HO.HA",8,2020-03-28,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-06,14,"HO.iHA",34,2020-04-09,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-06,14,"HO.pHA",7,2020-04-04,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-06,14,"Unlinked",19,2020-06-27,2020-06-05,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-13,15,"CO",24,2020-05-01,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-13,15,"HO.HA",23,2020-03-29,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-13,15,"HO.iHA",9,2020-04-16,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-13,15,"HO.pHA",7,2020-04-07,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-13,15,"Unlinked",69,2020-07-12,2020-07-13,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-20,16,"CO",62,2020-05-10,2020-06-08,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-20,16,"HO.HA",11,2020-04-08,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-20,16,"HO.iHA",1,2020-04-22,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-20,16,"HO.pHA",17,2020-04-16,2020-05-19,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-20,16,"Unlinked",111,2020-07-16,2020-04-23,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-27,17,"CO",60,2020-05-10,2020-07-10,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-27,17,"HO.HA",10,2020-04-07,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-27,17,"HO.iHA",7,2020-04-28,2020-06-23,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-27,17,"HO.pHA",15,2020-04-22,2020-06-16,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-04-27,17,"Unlinked",46,2020-07-26,2020-06-16,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-05-04,18,"CO",34,2020-05-13,2020-06-18,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-05-04,18,"HO.HA",6,2020-04-21,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-05-04,18,"HO.iHA",11,2020-05-05,2020-05-11,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-05-04,18,"HO.pHA",4,2020-04-28,2020-05-22,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-05-04,18,"Unlinked",17,2020-06-04,2020-06-30,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-05-11,19,"CO",12,2020-05-30,2020-06-11,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-05-11,19,"HO.HA",3,2020-04-30,2020-05-27,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-05-11,19,"HO.pHA",7,2020-05-04,2020-05-20,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-05-11,19,"Unlinked",11,2020-05-14,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-05-18,20,"CO",22,2020-06-03,2020-06-13,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-05-18,20,"HO.HA",4,2020-05-04,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-05-18,20,"HO.iHA",7,2020-05-19,2020-06-15,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-05-18,20,"HO.pHA",8,2020-05-09,2020-06-02,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-05-18,20,"Unlinked",2,2020-06-19,2020-05-14,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-05-25,21,"CO",16,2020-06-09,2020-06-16,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-05-25,21,"HO.iHA",4,2020-05-24,2020-06-01,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-05-25,21,"Unlinked",0,2020-07-31,2020-05-19,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-06-01,22,"CO",7,2020-06-07,2020-06-19,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-06-01,22,"HO.HA",10,2020-04-15,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-06-01,22,"HO.iHA",2,2020-05-28,2020-06-12,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-06-01,22,"HO.pHA",3,2020-05-23,2020-06-11,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-06-01,22,"Unlinked",5,2020-06-02,2020-05-28,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-06-08,23,"CO",13,2020-06-15,2020-06-17,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-06-15,24,"CO",7,2020-06-16,2020-06-17,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-06-15,24,"HO.HA",16,2020-06-02,2020-06-24,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-06-15,24,"Unlinked",2,2020-05-06,2020-05-18,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-06-22,25,"CO",7,2020-06-26,2020-06-29,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-06-22,25,"HO.HA",5,2020-06-08,2020-06-23,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-06-22,25,"HO.iHA",14,2020-06-21,2020-07-02,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-06-22,25,"Unlinked",2,2020-06-13,2020-06-03,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-06-29,26,"Unlinked",6,2020-06-24,2020-04-20,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-07-06,27,"CO",0,2020-07-11,2020-07-13,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-07-06,27,"Unlinked",7,2020-05-27,2020-06-21,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-07-13,28,"CO",4,2020-07-18,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-07-13,28,"Unlinked",7,2020-06-05,2020-05-11,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-07-20,29,"CO",5,2020-07-24,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-07-20,29,"Unlinked",1,2020-07-24,2020-07-15,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-07-27,30,"CO",11,2020-07-29,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 243","ZQL",2020-07-27,30,"Unlinked",8,2020-07-11,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 318","TXL",2020-03-16,11,"HO.HA",2,NA,2020-05-19,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 318","TXL",2020-03-23,12,"HO.HA",19,NA,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 318","TXL",2020-03-30,13,"CO",5,NA,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 318","TXL",2020-03-30,13,"HO.HA",3,NA,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 318","TXL",2020-03-30,13,"HO.iHA",8,NA,2020-04-09,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 318","TXL",2020-04-06,14,"HO.HA",0,NA,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 318","TXL",2020-04-06,14,"HO.pHA",13,NA,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 318","TXL",2020-04-06,14,"Unlinked",7,2020-03-11,2020-04-02,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 318","TXL",2020-04-13,15,"HO.HA",6,NA,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 318","TXL",2020-04-20,16,"HO.HA",5,NA,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 318","TXL",2020-04-27,17,"Unlinked",11,2020-03-30,2020-04-02,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 318","TXL",2020-05-18,20,"HO.HA",15,NA,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 318","TXL",2020-05-25,21,"HO.HA",1,NA,2020-08-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 318","TXL",2020-06-22,25,"Unlinked",12,2020-07-17,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-03-09,10,"CO",19,2020-03-15,2020-03-23,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-03-16,11,"CO",16,2020-03-22,2020-04-17,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-03-16,11,"HO.HA",0,NA,2020-03-25,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-03-16,11,"HO.iHA",2,2020-03-19,2020-04-14,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-03-23,12,"CO",16,2020-03-29,2020-05-11,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-03-23,12,"HO.HA",12,2020-03-05,2020-06-01,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-03-23,12,"HO.iHA",8,2020-03-23,2020-04-13,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-03-23,12,"HO.pHA",20,2020-03-17,2020-04-20,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-03-23,12,"Unlinked",12,2020-03-20,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-03-30,13,"CO",25,2020-04-14,2020-04-28,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-03-30,13,"HO.HA",11,2020-03-17,2020-05-11,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-03-30,13,"HO.iHA",5,2020-04-02,2020-04-22,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-03-30,13,"HO.pHA",8,2020-03-21,2020-04-10,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-03-30,13,"Unlinked",21,2020-07-17,2020-07-18,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-04-06,14,"CO",28,2020-04-24,2020-04-28,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-04-06,14,"HO.HA",7,2020-03-14,2020-04-23,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-04-06,14,"HO.iHA",15,2020-04-02,2020-04-15,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-04-06,14,"HO.pHA",1,2020-04-02,2020-05-14,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-04-06,14,"Unlinked",58,2020-07-18,2020-03-26,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-04-13,15,"CO",23,2020-04-22,2020-05-16,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-04-13,15,"HO.HA",0,2020-03-19,2020-05-05,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-04-13,15,"HO.iHA",18,2020-04-13,2020-05-01,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-04-13,15,"HO.pHA",9,2020-04-01,2020-04-16,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-04-13,15,"Unlinked",86,2020-05-17,2020-02-26,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-04-20,16,"CO",17,2020-05-02,2020-05-14,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-04-20,16,"HO.HA",6,2020-04-02,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-04-20,16,"Unlinked",11,2020-05-09,2020-05-16,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-04-27,17,"CO",17,2020-05-06,2020-05-17,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-04-27,17,"HO.HA",17,2020-04-06,2020-05-22,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-04-27,17,"HO.iHA",7,2020-04-25,2020-05-13,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-04-27,17,"HO.pHA",2,2020-04-23,2020-05-08,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-04-27,17,"Unlinked",14,NA,2020-04-26,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-05-04,18,"CO",19,2020-05-14,2020-05-30,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-05-04,18,"HO.HA",7,2020-04-20,2020-05-11,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-05-04,18,"HO.iHA",4,2020-05-02,2020-05-11,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-05-04,18,"HO.pHA",1,2020-04-27,2020-05-14,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-05-04,18,"Unlinked",8,2020-01-09,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-05-11,19,"CO",16,2020-05-26,2020-06-11,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-05-11,19,"HO.iHA",7,2020-05-05,2020-05-14,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-05-11,19,"Unlinked",12,NA,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-05-18,20,"CO",10,2020-05-28,2020-06-11,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-05-18,20,"HO.iHA",5,2020-05-16,2020-06-16,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-05-18,20,"Unlinked",24,2020-08-02,2020-06-11,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-05-25,21,"CO",16,2020-06-04,2020-06-10,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-05-25,21,"HO.HA",0,2020-05-11,2020-06-02,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-05-25,21,"HO.pHA",1,2020-05-16,2020-05-29,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-05-25,21,"Unlinked",3,NA,2020-07-08,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-06-01,22,"CO",0,2020-06-13,2020-06-08,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-06-01,22,"HO.HA",15,NA,2020-06-01,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-06-01,22,"HO.pHA",2,2020-05-24,2020-06-16,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-06-01,22,"Unlinked",13,NA,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-06-08,23,"CO",7,2020-06-15,2020-06-16,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-06-08,23,"HO.HA",0,2020-05-18,2020-06-10,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-06-08,23,"Unlinked",3,2020-07-08,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-06-29,26,"HO.iHA",6,2020-06-28,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 332","PRU",2020-07-06,27,"CO",8,2020-07-05,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 388","PSE",2020-03-09,10,"CO",13,2020-03-09,2020-03-12,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 388","PSE",2020-03-09,10,"HO.iHA",8,2020-03-10,2020-03-28,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 388","PSE",2020-03-09,10,"Unlinked",7,NA,2020-03-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 388","PSE",2020-03-16,11,"CO",26,2020-03-21,2020-04-23,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 388","PSE",2020-03-16,11,"HO.iHA",14,2020-03-20,2020-04-04,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 388","PSE",2020-03-16,11,"HO.pHA",4,2020-03-09,NA,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 388","PSE",2020-03-16,11,"Unlinked",15,2020-03-18,2020-04-18,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 388","PSE",2020-03-23,12,"CO",23,2020-03-30,2020-05-05,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 388","PSE",2020-03-23,12,"HO.HA",4,2020-02-13,2020-04-21,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 388","PSE",2020-03-23,12,"HO.iHA",8,2020-03-25,2020-05-12,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 388","PSE",2020-03-23,12,"HO.pHA",6,2020-03-16,2020-05-02,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 388","PSE",2020-03-23,12,"Unlinked",28,2020-03-27,2020-04-05,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 388","PSE",2020-03-30,13,"CO",72,2020-04-06,2020-07-07,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 388","PSE",2020-03-30,13,"HO.HA",9,2020-03-11,2020-04-20,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 388","PSE",2020-03-30,13,"HO.iHA",11,2020-04-03,2020-04-13,TRUE
"EAST OF ENGLAND","ACUTE","NHS TRUST 388","PSE",2020-03-30,13,"HO.pHA",8,2020-03-24,2020-04-27,TRUE
